team1,team2,year,score1,score2,winner,over_or_under,amount,confidence_level
Commanders,Ravens,2023,3,19,Ravens,under,28,0.6
Texans,Packers,2023,1,1,Packers,under,48,0.65
Texans,Steelers,2023,7,15,Steelers,under,28,0.54
Texans,Vikings,2023,0,8,Vikings,under,42,0.68
Texans,Eagles,2023,0,11,Eagles,under,39,0.49
Texans,Bills,2023,1,6,Bills,under,43,0.53
Texans,Chiefs,2023,0,17,Chiefs,under,33,0.67
Texans,Lions,2023,6,9,Lions,under,35,0.78
Texans,Ravens,2023,1,10,Ravens,under,39,0.51
Packers,Steelers,2023,1,4,Steelers,under,45,0.7
Packers,Vikings,2023,3,4,Vikings,under,43,0.77
Packers,Eagles,2023,3,14,Eagles,under,33,0.6
Packers,Bills,2023,5,8,Bills,under,37,0.55
Packers,Chiefs,2023,1,0,Packers,under,49,0.77
Packers,Lions,2023,1,6,Lions,under,43,0.65
Packers,Ravens,2023,1,23,Ravens,under,26,0.32
Steelers,Vikings,2023,0,9,Vikings,under,41,0.63
Steelers,Eagles,2023,11,6,Steelers,under,33,0.77
Steelers,Bills,2023,5,6,Bills,under,39,0.51
Steelers,Chiefs,2023,6,24,Chiefs,under,20,0.38
Steelers,Lions,2023,3,6,Lions,under,41,0.55
Steelers,Ravens,2023,0,13,Ravens,under,37,0.64
Vikings,Eagles,2023,11,15,Eagles,under,24,0.79
Vikings,Bills,2023,11,8,Vikings,under,31,0.79
Vikings,Chiefs,2023,12,18,Chiefs,under,20,0.58
Vikings,Lions,2023,19,3,Vikings,under,28,0.34
Vikings,Ravens,2023,4,21,Ravens,under,25,0.45
Eagles,Bills,2023,8,8,Bills,under,34,0.52
Eagles,Chiefs,2023,6,0,Eagles,under,44,0.66
Eagles,Lions,2023,13,16,Lions,under,21,0.62
Eagles,Ravens,2023,12,21,Ravens,under,17,0.65
Bills,Chiefs,2023,13,10,Bills,under,27,0.57
Bills,Lions,2023,18,8,Bills,under,24,0.48
Bills,Ravens,2023,7,18,Ravens,under,25,0.43
Chiefs,Lions,2023,18,3,Chiefs,under,29,0.67
Chiefs,Ravens,2023,16,10,Chiefs,under,24,0.7
Lions,Ravens,2023,11,12,Ravens,under,27,0.79
Commanders,Texans,2023,7,0,Commanders,under,43,0.66
Commanders,Packers,2023,0,8,Packers,under,42,0.62
Commanders,Steelers,2023,0,10,Steelers,under,40,0.51
Commanders,Vikings,2023,2,0,Commanders,under,48,0.6
Commanders,Eagles,2023,1,9,Eagles,under,40,0.65
Commanders,Bills,2023,2,15,Bills,under,33,0.31
Commanders,Chiefs,2023,0,2,Chiefs,under,48,0.52
Commanders,Lions,2023,0,20,Lions,under,30,0.65
Commanders,Ravens,2023,0,11,Ravens,under,39,0.41
Texans,Packers,2023,2,2,Packers,under,46,0.54
Texans,Steelers,2023,5,5,Steelers,under,40,0.52
Texans,Vikings,2023,0,3,Vikings,under,47,0.7
Texans,Eagles,2023,4,8,Eagles,under,38,0.59
Texans,Bills,2023,1,4,Bills,under,45,0.67
Texans,Chiefs,2023,4,22,Chiefs,under,24,0.54
Texans,Lions,2023,8,7,Texans,under,35,0.67
Texans,Ravens,2023,6,28,Ravens,under,16,0.45
Packers,Steelers,2023,13,0,Packers,under,37,0.68
Packers,Vikings,2023,0,1,Vikings,under,49,0.65
Packers,Eagles,2023,10,11,Eagles,under,29,0.54
Packers,Bills,2023,1,11,Bills,under,38,0.63
Packers,Chiefs,2023,6,18,Chiefs,under,26,0.34
Packers,Lions,2023,7,31,Lions,under,12,0.62
Packers,Ravens,2023,8,0,Packers,under,42,0.55
Steelers,Vikings,2023,8,11,Vikings,under,31,0.8
Steelers,Eagles,2023,3,0,Steelers,under,47,0.5
Steelers,Bills,2023,2,14,Bills,under,34,0.54
Steelers,Chiefs,2023,12,13,Chiefs,under,25,0.61
Steelers,Lions,2023,9,14,Lions,under,27,0.65
Steelers,Ravens,2023,10,5,Steelers,under,35,0.59
Vikings,Eagles,2023,11,10,Vikings,under,29,0.56
Vikings,Bills,2023,5,2,Vikings,under,43,0.72
Vikings,Chiefs,2023,1,11,Chiefs,under,38,0.55
Vikings,Lions,2023,9,9,Lions,under,32,0.52
Vikings,Ravens,2023,8,8,Ravens,under,34,0.52
Eagles,Bills,2023,10,2,Eagles,under,38,0.59
Eagles,Chiefs,2023,10,9,Eagles,under,31,0.78
Eagles,Lions,2023,4,14,Lions,under,32,0.33
Eagles,Ravens,2023,13,24,Ravens,under,13,0.63
Bills,Chiefs,2023,6,9,Chiefs,under,35,0.54
Bills,Lions,2023,7,25,Lions,under,18,0.41
Bills,Ravens,2023,12,21,Ravens,under,17,0.52
Chiefs,Lions,2023,1,25,Lions,under,24,0.53
Chiefs,Ravens,2023,3,0,Chiefs,under,47,0.69
Lions,Ravens,2023,19,5,Lions,under,26,0.65
Commanders,Texans,2023,3,1,Commanders,under,46,0.57
Commanders,Packers,2023,3,1,Commanders,under,46,0.66
Commanders,Steelers,2023,0,3,Steelers,under,47,0.56
Commanders,Vikings,2023,0,8,Vikings,under,42,0.63
Commanders,Eagles,2023,0,12,Eagles,under,38,0.59
Commanders,Bills,2023,0,13,Bills,under,37,0.37
Commanders,Chiefs,2023,0,4,Chiefs,under,46,0.65
Commanders,Lions,2023,7,3,Commanders,under,40,0.56
Commanders,Ravens,2023,1,3,Ravens,under,46,0.7
Texans,Packers,2023,2,1,Texans,under,47,0.79
Texans,Steelers,2023,2,4,Steelers,under,44,0.5
Texans,Vikings,2023,2,5,Vikings,under,43,0.54
Texans,Eagles,2023,9,9,Eagles,under,32,0.71
Texans,Bills,2023,4,15,Bills,under,31,0.39
Texans,Chiefs,2023,3,3,Chiefs,under,44,0.66
Texans,Lions,2023,4,3,Texans,under,43,0.74
Texans,Ravens,2023,3,20,Ravens,under,27,0.62
Packers,Steelers,2023,4,9,Steelers,under,37,0.62
Packers,Vikings,2023,5,10,Vikings,under,35,0.76
Packers,Eagles,2023,8,1,Packers,under,41,0.8
Packers,Bills,2023,3,4,Bills,under,43,0.53
Packers,Chiefs,2023,6,0,Packers,under,44,0.78
Packers,Lions,2023,0,19,Lions,under,31,0.58
Packers,Ravens,2023,6,5,Packers,under,39,0.74
Steelers,Vikings,2023,6,12,Vikings,under,32,0.72
Steelers,Eagles,2023,8,8,Eagles,under,34,0.63
Steelers,Bills,2023,3,5,Bills,under,42,0.63
Steelers,Chiefs,2023,10,25,Chiefs,under,15,0.66
Steelers,Lions,2023,0,10,Lions,under,40,0.59
Steelers,Ravens,2023,1,18,Ravens,under,31,0.64
Vikings,Eagles,2023,9,4,Vikings,under,37,0.55
Vikings,Bills,2023,7,2,Vikings,under,41,0.66
Vikings,Chiefs,2023,1,13,Chiefs,under,36,0.64
Vikings,Lions,2023,11,19,Lions,under,20,0.66
Vikings,Ravens,2023,7,11,Ravens,under,32,0.56
Eagles,Bills,2023,8,13,Bills,under,29,0.6
Eagles,Chiefs,2023,15,2,Eagles,under,33,0.51
Eagles,Lions,2023,4,26,Lions,under,20,0.56
Eagles,Ravens,2023,12,19,Ravens,under,19,0.71
Bills,Chiefs,2023,15,12,Bills,under,23,0.66
Bills,Lions,2023,16,10,Bills,under,24,0.63
Bills,Ravens,2023,6,13,Ravens,under,31,0.53
Chiefs,Lions,2023,18,6,Chiefs,under,26,0.39
Chiefs,Ravens,2023,18,26,Ravens,under,6,0.72
Lions,Ravens,2023,23,14,Lions,under,13,0.73
Packers,Bills,2024,2,10,Bills,under,38,0.67
Packers,Chiefs,2024,0,13,Chiefs,under,37,0.6
Packers,Lions,2024,4,12,Lions,under,34,0.57
Packers,Ravens,2024,2,26,Ravens,under,22,0.59
Steelers,Vikings,2024,4,14,Vikings,under,32,0.31
Steelers,Eagles,2024,1,18,Eagles,under,31,0.59
Steelers,Bills,2024,2,0,Steelers,under,48,0.65
Steelers,Chiefs,2024,8,12,Chiefs,under,30,0.65
Steelers,Lions,2024,5,21,Lions,under,24,0.59
Steelers,Ravens,2024,5,11,Ravens,under,34,0.72
Vikings,Eagles,2024,12,16,Eagles,under,22,0.55
Vikings,Bills,2024,10,5,Vikings,under,35,0.73
Vikings,Chiefs,2024,11,12,Chiefs,under,27,0.74
Vikings,Lions,2024,4,8,Lions,under,38,0.51
Vikings,Ravens,2024,3,21,Ravens,under,26,0.56
Eagles,Bills,2024,12,20,Bills,under,18,0.66
Eagles,Chiefs,2024,7,20,Chiefs,under,23,0.65
Eagles,Lions,2024,10,15,Lions,under,25,0.58
Eagles,Ravens,2024,12,20,Ravens,under,18,0.74
Bills,Chiefs,2024,13,20,Chiefs,under,17,0.53
Bills,Lions,2024,0,10,Lions,under,40,0.59
Bills,Ravens,2024,11,23,Ravens,under,16,0.47
Chiefs,Lions,2024,2,12,Lions,under,36,0.49
Chiefs,Ravens,2024,5,12,Ravens,under,33,0.62
Lions,Ravens,2024,10,17,Ravens,under,23,0.51
Commanders,Texans,2024,0,2,Texans,under,48,0.63
Commanders,Packers,2024,0,3,Packers,under,47,0.56
Commanders,Steelers,2024,0,14,Steelers,under,36,0.63
Commanders,Vikings,2024,3,5,Vikings,under,42,0.78
Commanders,Eagles,2024,0,9,Eagles,under,41,0.66
Commanders,Bills,2024,5,16,Bills,under,29,0.44
Commanders,Chiefs,2024,1,15,Chiefs,under,34,0.6
Commanders,Lions,2024,1,32,Lions,under,17,0.59
Commanders,Ravens,2024,1,7,Ravens,under,42,0.66
Texans,Packers,2024,1,1,Packers,under,48,0.74
Texans,Steelers,2024,0,3,Steelers,under,47,0.5
Texans,Vikings,2024,4,11,Vikings,under,35,0.73
Texans,Eagles,2024,1,7,Eagles,under,42,0.57
Texans,Bills,2024,1,4,Bills,under,45,0.79
Texans,Chiefs,2024,2,9,Chiefs,under,39,0.57
Texans,Lions,2024,0,5,Lions,under,45,0.65
Texans,Ravens,2024,0,19,Ravens,under,31,0.6
Packers,Steelers,2024,5,8,Steelers,under,37,0.55
Packers,Vikings,2024,0,5,Vikings,under,45,0.53
Packers,Eagles,2024,1,11,Eagles,under,38,0.59
Packers,Bills,2024,3,18,Bills,under,29,0.51
Packers,Chiefs,2024,5,10,Chiefs,under,35,0.78
Packers,Lions,2024,5,21,Lions,under,24,0.64
Packers,Ravens,2024,7,20,Ravens,under,23,0.7
Steelers,Vikings,2024,0,0,Vikings,under,50,0.61
Steelers,Eagles,2024,12,17,Eagles,under,21,0.78
Steelers,Bills,2024,3,6,Bills,under,41,0.59
Steelers,Chiefs,2024,1,14,Chiefs,under,35,0.5
Steelers,Lions,2024,1,13,Lions,under,36,0.48
Steelers,Ravens,2024,1,26,Ravens,under,23,0.38
Vikings,Eagles,2024,4,8,Eagles,under,38,0.71
Vikings,Bills,2024,2,15,Bills,under,33,0.5
Vikings,Chiefs,2024,12,14,Chiefs,under,24,0.76
Vikings,Lions,2024,0,0,Lions,under,50,0.68
Vikings,Ravens,2024,4,15,Ravens,under,31,0.43
Eagles,Bills,2024,3,9,Bills,under,38,0.75
Eagles,Chiefs,2024,3,6,Chiefs,under,41,0.55
Eagles,Lions,2024,11,26,Lions,under,13,0.59
Eagles,Ravens,2024,10,17,Ravens,under,23,0.6
Bills,Chiefs,2024,3,14,Chiefs,under,33,0.59
Bills,Lions,2024,23,10,Bills,under,17,0.69
Bills,Ravens,2024,3,9,Ravens,under,38,0.53
Chiefs,Lions,2024,14,4,Chiefs,under,32,0.31
Chiefs,Ravens,2024,4,31,Ravens,under,15,0.46
Lions,Ravens,2024,27,17,Lions,under,6,0.4
Commanders,Bills,2024,2,8,Bills,under,40,0.76
Commanders,Eagles,2024,0,5,Eagles,under,45,0.63
Commanders,Vikings,2024,2,12,Vikings,under,36,0.43
Commanders,Steelers,2024,1,2,Steelers,under,47,0.71
Commanders,Packers,2024,0,10,Packers,under,40,0.67
Commanders,Texans,2024,1,9,Texans,under,40,0.66
Steelers,Vikings,2024,3,2,Steelers,under,45,0.52
Packers,Ravens,2024,2,5,Ravens,under,43,0.53
Packers,Lions,2024,13,17,Lions,under,20,0.69
Packers,Chiefs,2024,7,12,Chiefs,under,31,0.53
Packers,Bills,2024,7,20,Bills,under,23,0.43
Packers,Eagles,2024,5,19,Eagles,under,26,0.33
Packers,Vikings,2024,0,7,Vikings,under,43,0.67
Packers,Steelers,2024,3,9,Steelers,under,38,0.78
Texans,Ravens,2024,2,10,Ravens,under,38,0.8
Texans,Lions,2024,2,24,Lions,under,24,0.31
Texans,Chiefs,2024,1,6,Chiefs,under,43,0.53
Texans,Bills,2024,6,3,Texans,under,41,0.59
Texans,Eagles,2024,1,4,Eagles,under,45,0.79
Texans,Vikings,2024,6,5,Texans,under,39,0.76
Texans,Steelers,2024,0,0,Steelers,under,50,0.63
Texans,Packers,2024,1,11,Packers,under,38,0.69
Commanders,Ravens,2024,0,18,Ravens,under,32,0.45
Commanders,Lions,2024,3,17,Lions,under,30,0.33
Commanders,Chiefs,2024,0,3,Chiefs,under,47,0.79
Steelers,Eagles,2024,6,0,Steelers,under,44,0.72
Steelers,Bills,2024,4,7,Bills,under,39,0.55
Steelers,Chiefs,2024,3,23,Chiefs,under,24,0.45
Steelers,Lions,2024,5,28,Lions,under,17,0.63
Steelers,Ravens,2024,5,10,Ravens,under,35,0.56
Vikings,Eagles,2024,12,9,Vikings,under,29,0.56
Vikings,Bills,2024,11,19,Bills,under,20,0.78
Vikings,Chiefs,2024,4,0,Vikings,under,46,0.76
Vikings,Lions,2024,2,0,Vikings,under,48,0.61
Vikings,Ravens,2024,10,25,Ravens,under,15,0.65
Eagles,Bills,2024,4,14,Bills,under,32,0.54
Eagles,Chiefs,2024,16,6,Eagles,under,28,0.45
Eagles,Lions,2024,0,0,Lions,under,50,0.76
Eagles,Ravens,2024,11,11,Ravens,under,28,0.71
Bills,Chiefs,2024,16,7,Bills,under,27,0.67
Bills,Lions,2024,1,18,Lions,under,31,0.34
Bills,Ravens,2024,6,2,Bills,under,42,0.6
Chiefs,Lions,2024,19,16,Chiefs,under,15,0.79
Chiefs,Ravens,2024,9,30,Ravens,under,11,0.39
Lions,Ravens,2024,15,5,Lions,under,30,0.46
Commanders,Texans,2024,5,0,Commanders,under,45,0.51
Commanders,Packers,2024,0,3,Packers,under,47,0.7
Commanders,Steelers,2024,1,6,Steelers,under,43,0.65
Commanders,Vikings,2024,0,16,Vikings,under,34,0.56
Commanders,Eagles,2024,0,3,Eagles,under,47,0.72
Commanders,Bills,2024,0,9,Bills,under,41,0.68
Commanders,Chiefs,2024,0,2,Chiefs,under,48,0.73
Commanders,Lions,2024,0,12,Lions,under,38,0.38
Commanders,Ravens,2024,0,0,Ravens,under,50,0.79
Texans,Packers,2024,1,2,Packers,under,47,0.5
Texans,Steelers,2024,6,12,Steelers,under,32,0.59
Texans,Vikings,2024,2,9,Vikings,under,39,0.78
Texans,Eagles,2024,2,13,Eagles,under,35,0.68
Texans,Bills,2024,3,20,Bills,under,27,0.44
Texans,Chiefs,2024,0,25,Chiefs,under,25,0.43
Texans,Lions,2024,4,26,Lions,under,20,0.63
Texans,Ravens,2024,2,28,Ravens,under,20,0.46
Packers,Steelers,2024,7,7,Steelers,under,36,0.68
Packers,Vikings,2024,8,6,Packers,under,36,0.66
Packers,Eagles,2024,7,7,Eagles,under,36,0.52
Packers,Bills,2024,10,24,Bills,under,16,0.44
Packers,Chiefs,2024,2,21,Chiefs,under,27,0.47
Packers,Lions,2024,0,13,Lions,under,37,0.48
Packers,Ravens,2024,0,6,Ravens,under,44,0.52
Steelers,Vikings,2024,8,17,Vikings,under,25,0.77
Steelers,Eagles,2024,5,7,Eagles,under,38,0.74
Steelers,Bills,2024,2,1,Steelers,under,47,0.61
Steelers,Chiefs,2024,1,1,Chiefs,under,48,0.6
Steelers,Lions,2024,7,4,Steelers,under,39,0.62
Steelers,Ravens,2024,4,13,Ravens,under,33,0.73
Vikings,Eagles,2024,6,4,Vikings,under,40,0.69
Vikings,Bills,2024,0,5,Bills,under,45,0.61
Vikings,Chiefs,2024,0,3,Chiefs,under,47,0.53
Vikings,Lions,2024,13,4,Vikings,under,33,0.73
Vikings,Ravens,2024,0,11,Ravens,under,39,0.31
Eagles,Bills,2024,0,10,Bills,under,40,0.38
Eagles,Chiefs,2024,9,18,Chiefs,under,23,0.73
Eagles,Lions,2024,3,5,Lions,under,42,0.63
Eagles,Ravens,2024,12,25,Ravens,under,13,0.4
Bills,Chiefs,2024,2,3,Chiefs,under,45,0.79
Bills,Lions,2024,8,16,Lions,under,26,0.72
Bills,Ravens,2024,16,13,Bills,under,21,0.58
Chiefs,Lions,2024,4,7,Lions,under,39,0.74
Chiefs,Ravens,2024,4,8,Ravens,under,38,0.7
Lions,Ravens,2024,9,0,Lions,under,41,0.51
Commanders,Texans,2024,0,1,Texans,under,49,0.79
Commanders,Packers,2024,0,2,Packers,under,48,0.76
Commanders,Steelers,2024,1,10,Steelers,under,39,0.64
Commanders,Vikings,2024,3,16,Vikings,under,31,0.42
Commanders,Eagles,2024,0,13,Eagles,under,37,0.7
Commanders,Bills,2024,0,3,Bills,under,47,0.72
Commanders,Chiefs,2024,7,22,Chiefs,under,21,0.52
Commanders,Lions,2024,0,19,Lions,under,31,0.31
Commanders,Ravens,2024,0,6,Ravens,under,44,0.66
Texans,Packers,2024,0,0,Packers,under,50,0.66
Texans,Steelers,2024,1,1,Steelers,under,48,0.71
Texans,Vikings,2024,5,7,Vikings,under,38,0.63
Texans,Eagles,2024,1,18,Eagles,under,31,0.5
Texans,Bills,2024,6,7,Bills,under,37,0.59
Texans,Chiefs,2024,7,19,Chiefs,under,24,0.44
Texans,Lions,2024,2,22,Lions,under,26,0.36
Texans,Ravens,2024,3,15,Ravens,under,32,0.43
Packers,Steelers,2024,8,10,Steelers,under,32,0.7
Packers,Vikings,2024,10,7,Packers,under,33,0.52
Packers,Eagles,2024,7,8,Eagles,under,35,0.57
Texans,Eagles,2025,0,1,Eagles,under,49,0.72
Lions,Ravens,2025,13,18,Ravens,under,19,0.75
Chiefs,Ravens,2025,10,31,Ravens,under,9,0.64
Chiefs,Lions,2025,18,10,Chiefs,under,22,0.63
Bills,Ravens,2025,2,9,Ravens,under,39,0.74
Bills,Lions,2025,15,20,Lions,under,15,0.76
Bills,Chiefs,2025,2,18,Chiefs,under,30,0.51
Eagles,Ravens,2025,8,18,Ravens,under,24,0.61
Eagles,Lions,2025,15,17,Lions,under,18,0.74
Eagles,Chiefs,2025,18,8,Eagles,under,24,0.45
Eagles,Bills,2025,5,6,Bills,under,39,0.57
Vikings,Ravens,2025,1,15,Ravens,under,34,0.42
Vikings,Lions,2025,6,5,Vikings,under,39,0.75
Vikings,Chiefs,2025,9,6,Vikings,under,35,0.62
Lions,Ravens,2025,8,21,Ravens,under,21,0.65
Chiefs,Ravens,2025,7,20,Ravens,under,23,0.36
Chiefs,Lions,2025,23,13,Chiefs,under,14,0.43
Bills,Ravens,2025,16,20,Ravens,under,14,0.5
Bills,Lions,2025,4,3,Bills,under,43,0.57
Bills,Chiefs,2025,2,0,Bills,under,48,0.53
Eagles,Ravens,2025,0,13,Ravens,under,37,0.43
Eagles,Lions,2025,11,8,Eagles,under,31,0.68
Eagles,Chiefs,2025,9,13,Chiefs,under,28,0.59
Eagles,Bills,2025,3,8,Bills,under,39,0.68
Vikings,Ravens,2025,13,11,Vikings,under,26,0.59
Vikings,Lions,2025,12,9,Vikings,under,29,0.76
Vikings,Chiefs,2025,6,11,Chiefs,under,33,0.61
Vikings,Bills,2025,10,16,Bills,under,24,0.6
Vikings,Eagles,2025,6,15,Eagles,under,29,0.67
Steelers,Ravens,2025,7,7,Ravens,under,36,0.71
Steelers,Lions,2025,4,5,Lions,under,41,0.62
Steelers,Chiefs,2025,4,14,Chiefs,under,32,0.57
Steelers,Bills,2025,7,11,Bills,under,32,0.79
Steelers,Eagles,2025,5,0,Steelers,under,45,0.67
Steelers,Vikings,2025,14,8,Steelers,under,28,0.72
Packers,Ravens,2025,1,7,Ravens,under,42,0.59
Packers,Lions,2025,0,20,Lions,under,30,0.59
Packers,Chiefs,2025,0,14,Chiefs,under,36,0.69
Packers,Bills,2025,6,12,Bills,under,32,0.52
Packers,Eagles,2025,1,16,Eagles,under,33,0.4
Packers,Vikings,2025,5,9,Vikings,under,36,0.51
Packers,Steelers,2025,4,8,Steelers,under,38,0.66
Texans,Ravens,2025,0,13,Ravens,under,37,0.69
Texans,Lions,2025,1,18,Lions,under,31,0.45
Texans,Chiefs,2025,1,21,Chiefs,under,28,0.51
Commanders,Texans,2025,4,6,Texans,under,40,0.65
Commanders,Packers,2025,0,4,Packers,under,46,0.75
Commanders,Steelers,2025,0,13,Steelers,under,37,0.31
Commanders,Vikings,2025,0,8,Vikings,under,42,0.64
Commanders,Eagles,2025,0,1,Eagles,under,49,0.68
Commanders,Bills,2025,0,6,Bills,under,44,0.51
Commanders,Chiefs,2025,0,18,Chiefs,under,32,0.69
Commanders,Lions,2025,0,30,Lions,under,20,0.36
Commanders,Ravens,2025,0,7,Ravens,under,43,0.53
Texans,Packers,2025,0,6,Packers,under,44,0.59
Texans,Steelers,2025,0,0,Steelers,under,50,0.71
Texans,Vikings,2025,1,2,Vikings,under,47,0.75
Texans,Eagles,2025,8,7,Texans,under,35,0.55
Texans,Bills,2025,1,15,Bills,under,34,0.46
Texans,Chiefs,2025,1,5,Chiefs,under,44,0.69
Texans,Lions,2025,0,6,Lions,under,44,0.53
Texans,Ravens,2025,2,18,Ravens,under,30,0.42
Packers,Steelers,2025,2,9,Steelers,under,39,0.69
Packers,Vikings,2025,6,7,Vikings,under,37,0.59
Packers,Eagles,2025,2,10,Eagles,under,38,0.59
Packers,Bills,2025,3,17,Bills,under,30,0.56
Packers,Chiefs,2025,10,0,Packers,under,40,0.54
Packers,Lions,2025,3,13,Lions,under,34,0.53
Packers,Ravens,2025,0,24,Ravens,under,26,0.44
Steelers,Vikings,2025,7,7,Vikings,under,36,0.78
Commanders,Texans,2025,0,2,Texans,under,48,0.7
Commanders,Packers,2025,1,3,Packers,under,46,0.6
Commanders,Steelers,2025,0,11,Steelers,under,39,0.59
Commanders,Vikings,2025,0,6,Vikings,under,44,0.57
Commanders,Eagles,2025,0,15,Eagles,under,35,0.47
Commanders,Bills,2025,1,5,Bills,under,44,0.54
Commanders,Chiefs,2025,0,12,Chiefs,under,38,0.66
Commanders,Lions,2025,1,28,Lions,under,21,0.65
Commanders,Ravens,2025,0,22,Ravens,under,28,0.61
Texans,Packers,2025,6,3,Texans,under,41,0.77
Texans,Steelers,2025,0,6,Steelers,under,44,0.55
Texans,Vikings,2025,2,19,Vikings,under,29,0.61
Texans,Eagles,2025,2,16,Eagles,under,32,0.66
Texans,Bills,2025,5,0,Texans,under,45,0.76
Texans,Chiefs,2025,2,2,Chiefs,under,46,0.66
Texans,Lions,2025,3,5,Lions,under,42,0.53
Texans,Ravens,2025,1,5,Ravens,under,44,0.7
Packers,Steelers,2025,3,8,Steelers,under,39,0.62
Packers,Vikings,2025,7,1,Packers,under,42,0.65
Packers,Eagles,2025,6,0,Packers,under,44,0.53
Packers,Bills,2025,8,16,Bills,under,26,0.61
Packers,Chiefs,2025,5,3,Packers,under,42,0.67
Packers,Lions,2025,12,6,Packers,under,32,0.53
Packers,Ravens,2025,3,5,Ravens,under,42,0.63
Steelers,Vikings,2025,0,8,Vikings,under,42,0.8
Steelers,Eagles,2025,4,14,Eagles,under,32,0.67
Steelers,Bills,2025,9,25,Bills,under,16,0.47
Steelers,Chiefs,2025,4,3,Steelers,under,43,0.65
Steelers,Lions,2025,2,22,Lions,under,26,0.47
Steelers,Ravens,2025,4,16,Ravens,under,30,0.45
Vikings,Eagles,2025,10,13,Eagles,under,27,0.52
Vikings,Bills,2025,11,5,Vikings,under,34,0.51
Vikings,Chiefs,2025,18,19,Chiefs,under,13,0.71
Vikings,Lions,2025,6,0,Vikings,under,44,0.63
Vikings,Ravens,2025,18,14,Vikings,under,18,0.67
Eagles,Bills,2025,9,20,Bills,under,21,0.4
Eagles,Chiefs,2025,14,13,Eagles,under,23,0.55
Eagles,Lions,2025,17,0,Eagles,under,33,0.67
Eagles,Ravens,2025,1,4,Ravens,under,45,0.63
Bills,Chiefs,2025,11,7,Bills,under,32,0.77
Bills,Lions,2025,0,25,Lions,under,25,0.3
Bills,Ravens,2025,16,22,Ravens,under,12,0.54
Chiefs,Lions,2025,15,15,Lions,under,20,0.77
Chiefs,Ravens,2025,18,20,Ravens,under,12,0.65
Lions,Ravens,2025,8,24,Ravens,under,18,0.46
Commanders,Texans,2025,0,3,Texans,under,47,0.71
Commanders,Packers,2025,4,5,Packers,under,41,0.73
Commanders,Steelers,2025,1,4,Steelers,under,45,0.57
Commanders,Vikings,2025,1,1,Vikings,under,48,0.71
Commanders,Eagles,2025,1,0,Commanders,under,49,0.58
Commanders,Bills,2025,0,5,Bills,under,45,0.54
Commanders,Chiefs,2025,3,2,Commanders,under,45,0.63
Commanders,Lions,2025,1,21,Lions,under,28,0.52
Commanders,Ravens,2025,0,25,Ravens,under,25,0.63
Texans,Packers,2025,3,1,Texans,under,46,0.78
Texans,Steelers,2025,0,4,Steelers,under,46,0.8
Texans,Vikings,2025,2,2,Vikings,under,46,0.72
Texans,Eagles,2025,0,1,Eagles,under,49,0.51
Texans,Bills,2025,0,1,Bills,under,49,0.75
Texans,Chiefs,2025,7,1,Texans,under,42,0.59
Texans,Lions,2025,1,27,Lions,under,22,0.34
Texans,Ravens,2025,8,13,Ravens,under,29,0.73
Packers,Steelers,2025,1,3,Steelers,under,46,0.63
Packers,Vikings,2025,8,1,Packers,under,41,0.78
Packers,Eagles,2025,2,3,Eagles,under,45,0.79
Packers,Bills,2025,0,14,Bills,under,36,0.41
Packers,Chiefs,2025,14,3,Packers,under,33,0.68
Packers,Lions,2025,2,21,Lions,under,27,0.43
Packers,Ravens,2025,3,18,Ravens,under,29,0.51
Steelers,Vikings,2025,7,5,Steelers,under,38,0.63
Steelers,Eagles,2025,0,1,Eagles,under,49,0.77
Steelers,Bills,2025,10,3,Steelers,under,37,0.73
Steelers,Chiefs,2025,0,26,Chiefs,under,24,0.31
Steelers,Lions,2025,2,9,Lions,under,39,0.77
Steelers,Ravens,2025,8,7,Steelers,under,35,0.75
Vikings,Eagles,2025,11,14,Eagles,under,25,0.5
Vikings,Bills,2025,2,6,Bills,under,42,0.65
Steelers,Eagles,2025,4,0,Steelers,under,46,0.53
Steelers,Bills,2025,5,11,Bills,under,34,0.62
Steelers,Chiefs,2025,3,22,Chiefs,under,25,0.32
Steelers,Lions,2025,2,11,Lions,under,37,0.72
Steelers,Ravens,2025,15,10,Steelers,under,25,0.58
Vikings,Eagles,2025,0,8,Eagles,under,42,0.56
Vikings,Bills,2025,10,10,Bills,under,30,0.69
Vikings,Chiefs,2025,18,10,Vikings,under,22,0.63
Vikings,Lions,2025,17,26,Lions,under,7,0.57
Vikings,Ravens,2025,5,31,Ravens,under,14,0.63
Eagles,Bills,2025,18,14,Eagles,under,18,0.65
Eagles,Chiefs,2025,2,9,Chiefs,under,39,0.72
Eagles,Lions,2025,5,6,Lions,under,39,0.68
Eagles,Ravens,2025,6,22,Ravens,under,22,0.69
Bills,Chiefs,2025,7,3,Bills,under,40,0.62
Bills,Lions,2025,5,4,Bills,under,41,0.7
Bills,Ravens,2025,10,4,Bills,under,36,0.5
Chiefs,Lions,2025,18,10,Chiefs,under,22,0.68
Chiefs,Ravens,2025,16,12,Chiefs,under,22,0.53
Lions,Ravens,2025,32,1,Lions,under,17,0.4
Commanders,Texans,2025,0,2,Texans,under,48,0.54
Commanders,Packers,2025,6,3,Commanders,under,41,0.59
Commanders,Steelers,2025,1,11,Steelers,under,38,0.3
Commanders,Vikings,2025,0,2,Vikings,under,48,0.76
Commanders,Eagles,2025,0,15,Eagles,under,35,0.36
